EEG_Fp1,EEG_Fp2
2.1e-05,-0.000322
-1.3e-05,-0.000338
1.1e-05,-0.000304
1.7e-05,-0.000291
1.4e-05,-0.000319
-4.1e-05,-0.000357
-1.4e-05,-0.000331
4.3e-05,-0.00028
8.5e-05,-0.000289
5.1e-05,-0.000317
4.5e-05,-0.000274
4.9e-05,-0.000262
2.5e-05,-0.000265
1e-06,-0.000302
-1.5e-05,-0.000301
-1.1e-05,-0.000282
1.7e-05,-0.000259
-8e-06,-0.000284
5e-06,-0.000302
-0.0,-0.000282
-1.9e-05,-0.000279
-3.1e-05,-0.000284
-5.1e-05,-0.000277
-2.9e-05,-0.000258
-0.0,-0.000255
1.3e-05,-0.000267
5e-06,-0.000282
-1.8e-05,-0.000281
-8.3e-05,-0.000262
-6.9e-05,-0.000267
-9.9e-05,-0.000289
-6.1e-05,-0.00028
-5.1e-05,-0.000266
-7.8e-05,-0.000283
-7.9e-05,-0.000271
-6.3e-05,-0.000284
-5.4e-05,-0.000262
-3e-05,-0.000241
-1.4e-05,-0.00024
-1.6e-05,-0.000274
-2.1e-05,-0.000253
-8.2e-05,-0.000246
-9.8e-05,-0.000238
-0.000118,-0.000275
-0.000143,-0.000261
-0.000114,-0.000226
-8e-05,-0.000211
-9.1e-05,-0.00024
-0.000112,-0.000264
-0.000144,-0.000245
-0.000129,-0.000259
-9.6e-05,-0.000257
-0.000106,-0.00027
-0.000165,-0.000284
-0.000106,-0.000239
-3.9e-05,-0.000245
-4.1e-05,-0.000281
-3.8e-05,-0.000271
-5.7e-05,-0.000241
-8e-05,-0.000263
-0.000123,-0.0003
-0.000108,-0.0003
-6.1e-05,-0.000254
-1e-05,-0.000263
-3.8e-05,-0.000287
-0.000133,-0.000304
-0.000126,-0.000246
-9.3e-05,-0.00026
-4.5e-05,-0.000266
-7.6e-05,-0.000288
-6.8e-05,-0.000236
-5.3e-05,-0.000249
-6.8e-05,-0.000265
-0.00011,-0.000279
-0.000121,-0.000266
-9.3e-05,-0.000229
-6.7e-05,-0.00025
-0.0001,-0.00029
-0.000111,-0.000257
