avg_evoked,order
4.486022747166608e-12,-4.0
4.459901871439728e-12,-4.0
4.4678205558669915e-12,-3.99
4.522550155079491e-12,-3.99
4.527410769226357e-12,-3.98
4.522097682082091e-12,-3.98
4.573096412509305e-12,-3.98
4.6058807261598625e-12,-3.97
4.599665934327405e-12,-3.97
4.635568182138024e-12,-3.96
4.687203806654778e-12,-3.96
4.690939434967964e-12,-3.96
4.706181719713435e-12,-3.95
4.7594065404931e-12,-3.95
4.78046885942657e-12,-3.95
4.78329136165504e-12,-3.94
4.822029449125064e-12,-3.94
4.857094411550519e-12,-3.93
4.861434437665179e-12,-3.93
4.884420153086631e-12,-3.93
4.9202381754437495e-12,-3.92
4.9309379626221425e-12,-3.92
4.946264993274926e-12,-3.91
4.975631646789547e-12,-3.91
4.986540760880988e-12,-3.91
4.998166429428836e-12,-3.9
5.024021668783905e-12,-3.9
5.031864251580065e-12,-3.89
5.035545956592235e-12,-3.89
5.05913881296085e-12,-3.89
5.070973592112547e-12,-3.88
5.069006038771206e-12,-3.88
5.086475129121868e-12,-3.88
5.106056222693198e-12,-3.87
5.106922894053764e-12,-3.87
5.115868771174974e-12,-3.86
5.1366893142484934e-12,-3.86
5.144506371798435e-12,-3.86
5.148222836777983e-12,-3.85
5.1637364916906775e-12,-3.85
5.175409339020933e-12,-3.84
5.1776806741997615e-12,-3.84
5.187315288597782e-12,-3.84
5.200574738965035e-12,-3.83
5.203242349520183e-12,-3.83
5.205477536723333e-12,-3.82
5.215773364483391e-12,-3.82
5.221317594784455e-12,-3.82
5.217890528453712e-12,-3.81
5.21850109599096e-12,-3.81
5.226573190378907e-12,-3.8
5.2249137593856456e-12,-3.8
5.2152248281267924e-12,-3.8
5.219010482404611e-12,-3.79
5.22458274877732e-12,-3.79
5.211856223230952e-12,-3.79
5.2039730236758274e-12,-3.78
5.21227682836649e-12,-3.78
5.205173627437986e-12,-3.77
5.189085411283511e-12,-3.77
5.194344130419912e-12,-3.77
5.19641078940471e-12,-3.76
5.180190419011522e-12,-3.76
5.179109678719504e-12,-3.75
5.18942257607447e-12,-3.75
5.177999925618978e-12,-3.75
5.166684741296923e-12,-3.74
5.177029204744491e-12,-3.74
5.174912945337038e-12,-3.73
5.155863094158251e-12,-3.73
5.154639040210401e-12,-3.73
5.160663976700825e-12,-3.72
5.14563809011916e-12,-3.72
5.130857533020559e-12,-3.71
5.135832067171075e-12,-3.71
5.131121086193395e-12,-3.71
5.107983410794471e-12,-3.7
5.103337512920006e-12,-3.7
5.108806011995409e-12,-3.7
5.088180417310061e-12,-3.69
5.0727932038613365e-12,-3.69
5.08349647369738e-12,-3.68
5.074368017965467e-12,-3.68
5.053786206459517e-12,-3.68
5.059788532127653e-12,-3.67
5.061080168153811e-12,-3.67
5.040827380767357e-12,-3.66
5.038048486216461e-12,-3.66
5.0432743410652355e-12,-3.66
5.026517413685634e-12,-3.65
5.017876175201706e-12,-3.65
5.025039246334845e-12,-3.64
5.012575433045505e-12,-3.64
4.99858800666145e-12,-3.64
5.006545654110682e-12,-3.63
4.9995006612715385e-12,-3.63
4.9810452825799254e-12,-3.62
4.9858959572333815e-12,-3.62
4.987332633807212e-12,-3.62
4.972867550710018e-12,-3.61
4.97289518529502e-12,-3.61
4.9802683626649575e-12,-3.61
4.975416903508778e-12,-3.6
4.973557498386744e-12,-3.6
4.982405126958225e-12,-3.59
4.98760656123212e-12,-3.59
4.987205431406555e-12,-3.59
4.993421518469757e-12,-3.58
5.004064131213614e-12,-3.58
5.008481664594872e-12,-3.57
5.012205985953981e-12,-3.57
5.021830774085478e-12,-3.57
5.030782676671389e-12,-3.56
5.0343134524592546e-12,-3.56
5.0382679289914766e-12,-3.55
5.047106867414124e-12,-3.55
5.052334504950768e-12,-3.55
5.049921710617304e-12,-3.54
5.051941670582733e-12,-3.54
5.0582031488212295e-12,-3.54
5.0543327103633855e-12,-3.53
5.048843617948808e-12,-3.53
5.0554406510023536e-12,-3.52
5.055631111042636e-12,-3.52
5.0469221303493795e-12,-3.52
5.052761646778194e-12,-3.51
5.058446525280283e-12,-3.51
5.04904657789601e-12,-3.5
5.051704313171641e-12,-3.5
5.063719662336567e-12,-3.5
5.056199099485223e-12,-3.49
5.0517411710782155e-12,-3.49
5.066887555594423e-12,-3.48
5.064202102668711e-12,-3.48
5.051609175864639e-12,-3.48
5.0647524883003995e-12,-3.47
5.069150286768061e-12,-3.47
