EEG_Fp1,EEG_Fp2
1.5e-05,-6.4e-05
3.2e-05,-4.5e-05
3.8e-05,-3.4e-05
4.6e-05,-2.3e-05
8e-06,-2.8e-05
3.3e-05,-2.6e-05
1.5e-05,-2.7e-05
-4.9e-05,-0.00011
-7.5e-05,-0.00015
-7.4e-05,-0.000138
-4.2e-05,-9.8e-05
-4.1e-05,-8.4e-05
-4.8e-05,-7.5e-05
-7.6e-05,-9.7e-05
-6.2e-05,-0.000115
-0.000105,-0.000132
-8.7e-05,-9.5e-05
-9.1e-05,-0.000106
-0.000106,-0.000136
-9.5e-05,-0.000129
-0.000102,-0.000149
-0.000124,-0.000163
-0.00014,-0.000193
-0.000114,-0.00016
-7.6e-05,-0.000129
-7.5e-05,-0.000165
-7.6e-05,-0.000176
-5.6e-05,-0.00016
-6.4e-05,-0.000174
-3.7e-05,-0.000163
-6.6e-05,-0.000189
-7.8e-05,-0.000169
-8.9e-05,-0.000173
-7.6e-05,-0.000207
-9.2e-05,-0.000225
-8.4e-05,-0.00023
-8.9e-05,-0.000217
-6.6e-05,-0.000161
-6.4e-05,-0.000149
-3.3e-05,-0.000152
6e-06,-0.000134
-2.1e-05,-0.00014
8e-06,-0.000116
-1.3e-05,-0.000177
3e-06,-0.000182
3.1e-05,-0.000156
5.2e-05,-0.000117
8.3e-05,-8.7e-05
8.1e-05,-8e-05
6.4e-05,-0.0001
6.6e-05,-0.000137
6.8e-05,-0.000138
6.6e-05,-0.000148
9.3e-05,-9.9e-05
0.000125,-0.000105
0.000104,-9.5e-05
8e-05,-0.000101
9.3e-05,-9.2e-05
7.8e-05,-0.000106
0.000101,-8.6e-05
0.000104,-8.4e-05
0.0001,-8.2e-05
9.4e-05,-7.4e-05
9e-05,-6.3e-05
8e-05,-3.4e-05
7.3e-05,-5.7e-05
7.2e-05,-7.9e-05
8.9e-05,-5.1e-05
6.9e-05,-5.8e-05
7.1e-05,-3.8e-05
0.000126,6e-06
0.000121,1.5e-05
8.7e-05,-1.8e-05
7.9e-05,-6e-06
5.9e-05,-4e-06
8.4e-05,2.9e-05
7.9e-05,2.4e-05
5.8e-05,5.1e-05
9e-06,3e-06
4.7e-05,5.4e-05
5e-05,7.3e-05
5.5e-05,8.1e-05
7.5e-05,6.7e-05
0.000101,7.1e-05
9.6e-05,6.4e-05
0.000101,7.3e-05
0.000111,8.1e-05
6.8e-05,4.7e-05
7.4e-05,5.1e-05
5.1e-05,4.9e-05
4.1e-05,3.3e-05
6.6e-05,7.6e-05
0.000117,0.00013
0.000113,0.000151
0.000132,0.00014
0.000133,0.000148
0.000101,0.000121
8.4e-05,8.6e-05
9.6e-05,9.1e-05
9.9e-05,0.000119
0.000129,0.00013
0.000133,0.000151
0.000105,0.000157
0.000114,0.000173
0.000156,0.000204
0.000124,0.000181
9.6e-05,0.000154
8.9e-05,0.000151
0.000123,0.000152
0.000155,0.00021
0.000166,0.000243
0.000134,0.000205
0.000131,0.000186
0.000148,0.000168
0.000123,0.00017
5.9e-05,0.000123
6.3e-05,0.0001
0.000106,0.000148
0.00013,0.000162
0.000154,0.000168
0.000113,0.000139
0.000116,0.000107
0.000131,0.00011
0.000121,0.000106
0.000138,0.000104
0.000104,8.3e-05
0.000101,6.1e-05
0.000125,5.9e-05
0.000104,6.6e-05
9.9e-05,4.3e-05
0.000139,7.2e-05
0.000124,4e-05
0.000115,-4e-06
0.000112,3.4e-05
8.2e-05,8e-06
6.5e-05,8e-06
5.7e-05,1e-05
7.8e-05,6e-06
9.1e-05,3e-05
7.6e-05,-1.6e-05
0.000103,1.7e-05
7e-05,-1e-06
4.1e-05,1.3e-05
4.9e-05,1.3e-05
-1e-06,-4.6e-05
-1.7e-05,-6.6e-05
-5.1e-05,-9.7e-05
-5.4e-05,-9.9e-05
-7.5e-05,-9.5e-05
-0.000102,-0.000102
-0.000114,-0.00013
-7.3e-05,-0.000111
-6.6e-05,-0.000109
-3.4e-05,-0.000104
-1.2e-05,-3.9e-05
8e-06,-1.6e-05
2.2e-05,-1.3e-05
2e-05,-1e-06
2.7e-05,1e-06
4.4e-05,4.1e-05
5e-05,3.8e-05
1.9e-05,1e-05
1.9e-05,-1e-06
1e-06,-2.3e-05
4e-06,-2.4e-05
-1.4e-05,-2e-05
-5.7e-05,-6.4e-05
-3.4e-05,-4.6e-05
-1.3e-05,-3e-05
1.5e-05,-2.6e-05
4.5e-05,-0.0
4.5e-05,9e-06
6.4e-05,1.9e-05
5.5e-05,-1.1e-05
2.7e-05,-3.5e-05
5e-06,-7.5e-05
-2.3e-05,-6.5e-05
-3e-05,-8e-05
-3.5e-05,-6.7e-05
-4.6e-05,-0.000102
-8e-06,-4.5e-05
-2e-05,-6.3e-05
-2.8e-05,-6.8e-05
-3.4e-05,-6.7e-05
-1.2e-05,-5.6e-05
5.3e-05,-6e-06
2.7e-05,-2.5e-05
-2.7e-05,-8e-05
-3.6e-05,-0.000118
-4.2e-05,-0.00011
-1.5e-05,-9.1e-05
2.7e-05,-4.8e-05
3.8e-05,-1.8e-05
2.8e-05,-9e-06
2.4e-05,-5.6e-05
5.1e-05,-4.2e-05
5.3e-05,-2.4e-05
5.9e-05,-2.1e-05
4.2e-05,-4.9e-05
1.7e-05,-9.3e-05
-4e-05,-0.000154
-0.000103,-0.000207
-5.7e-05,-0.000184
-3.4e-05,-0.000181
-5e-06,-0.000154
2.9e-05,-0.000117
8.3e-05,-8.6e-05
3.4e-05,-0.000119
7.2e-05,-8.4e-05
7.4e-05,-8.2e-05
7.6e-05,-6.2e-05
4.4e-05,-8.1e-05
-3e-06,-0.000114
-3e-06,-0.000119
4.5e-05,-8.1e-05
7.8e-05,-4.5e-05
0.000101,-5.6e-05
0.000133,-3.1e-05
0.000169,1.3e-05
0.00018,1.2e-05
0.000188,1.1e-05
0.000184,1.3e-05
0.000186,1.4e-05
0.000186,4e-05
0.000187,3.2e-05
0.000195,5.3e-05
0.000193,8.2e-05
0.000193,0.0001
0.000191,8.8e-05
0.000189,9e-05
0.00019,7e-05
0.000192,6.7e-05
0.000192,5.7e-05
0.000181,4.1e-05
0.00017,3.4e-05
0.00018,5.6e-05
0.000184,7.1e-05
0.000187,6.3e-05
0.000173,5.5e-05
0.000177,4.4e-05
0.000201,5.8e-05
0.000194,7.5e-05
0.000144,5.8e-05
8.9e-05,2.8e-05
5.4e-05,-3e-05
2.5e-05,-5.9e-05
3.3e-05,-6.7e-05
6.6e-05,-7.8e-05
0.000121,-4.3e-05
9.3e-05,-5.7e-05
7.3e-05,-9.2e-05
6.9e-05,-8.1e-05
8.1e-05,-6.7e-05
6.1e-05,-6.7e-05
6.2e-05,-9.9e-05
2.6e-05,-0.000131
2.2e-05,-0.000152
6.2e-05,-0.000118
-2.1e-05,-0.000154
-7.8e-05,-0.000247
-8.3e-05,-0.000248
-6.1e-05,-0.000216
-8.9e-05,-0.00023
-8.5e-05,-0.000221
-0.000127,-0.000236
-0.00013,-0.000235
-0.000139,-0.000237
-0.000162,-0.00026
-0.000137,-0.000237
-0.000147,-0.000232
-0.000187,-0.000276
-0.000185,-0.000311
-0.000143,-0.000295
-8.5e-05,-0.000234
-2.5e-05,-0.000199
-1.3e-05,-0.000161
-4.4e-05,-0.000195
1.5e-05,-0.000169
4e-05,-0.000139
7.1e-05,-8.5e-05
8.9e-05,-6.6e-05
4.6e-05,-9.2e-05
8.1e-05,-7.7e-05
9.3e-05,-9.3e-05
7.8e-05,-8e-05
8.5e-05,-8e-05
8.4e-05,-6.3e-05
8.1e-05,-3.4e-05
0.0001,-3.7e-05
0.000116,-3.1e-05
0.000109,-3.5e-05
0.000103,-4.6e-05
0.000112,-4.7e-05
0.000115,-5.6e-05
0.000105,-6.8e-05
0.000107,-5.6e-05
9.4e-05,-5.2e-05
0.000119,-3.9e-05
0.00013,-2.3e-05
0.000107,-6.3e-05
0.000118,-5.1e-05
0.000108,-6.8e-05
9.4e-05,-8.5e-05
0.000111,-6.1e-05
0.000112,-9e-05
0.000109,-8.6e-05
0.000131,-5.1e-05
0.000145,-3.2e-05
0.000134,-2.5e-05
0.000123,-3.5e-05
0.000125,-5e-05
0.00012,-3.5e-05
4.9e-05,-9.7e-05
4e-06,-0.00017
-3.2e-05,-0.000209
-7e-06,-0.000207
5e-06,-0.000194
3.3e-05,-0.000185
-1.8e-05,-0.000226
9e-06,-0.000229
-6e-06,-0.000225
-2.1e-05,-0.00027
-4.1e-05,-0.00026
-7e-05,-0.000261
-3.5e-05,-0.000239
-4.3e-05,-0.000233
-7.4e-05,-0.000253
-0.000102,-0.000281
-7.6e-05,-0.000279
-2e-06,-0.000184
-9.1e-05,-0.000256
-6.3e-05,-0.000245
-3.3e-05,-0.000212
-7.1e-05,-0.000229
-7.7e-05,-0.000247
-5.4e-05,-0.000257
-6.2e-05,-0.00025
-5.3e-05,-0.000251
-3e-05,-0.000211
-6.2e-05,-0.000249
-5.5e-05,-0.000243
-4.7e-05,-0.000228
-2.4e-05,-0.000215
-1e-06,-0.000208
3.1e-05,-0.000166
-4e-06,-0.000171
2.6e-05,-0.000156
1.3e-05,-0.000129
3e-05,-0.000125
5.5e-05,-9.2e-05
5.4e-05,-7.2e-05
4.7e-05,-5.6e-05
8e-06,-9.3e-05
4.5e-05,-7.4e-05
7.1e-05,-3.8e-05
4.6e-05,-4.7e-05
2.5e-05,-7.2e-05
5e-06,-9.6e-05
-1.7e-05,-0.000114
0.0,-7.9e-05
2.6e-05,-6.3e-05
1.1e-05,-7.6e-05
1.2e-05,-6.7e-05
-3.3e-05,-9.8e-05
-8e-06,-8.7e-05
-5e-05,-9.6e-05
-8.9e-05,-0.000133
-0.000159,-0.000215
-0.000242,-0.000282
-0.000284,-0.000317
-0.000285,-0.000302
-0.000271,-0.000317
-0.000226,-0.000285
-0.000319,-0.000363
-0.000383,-0.000425
-0.00023,-0.000305
-0.000134,-0.000189
-0.000132,-0.000202
-8.5e-05,-0.000181
-5.8e-05,-0.000172
-1.2e-05,-0.000102
-2.3e-05,-8.1e-05
-1.4e-05,-8.3e-05
1.9e-05,-4.2e-05
4.2e-05,-3.5e-05
4.6e-05,-2.5e-05
6.1e-05,7e-06
1.3e-05,-1.8e-05
-0.00011,-0.000122
-0.000114,-0.000128
-0.000172,-0.000184
-0.000189,-0.000193
-0.000175,-0.000169
-0.000152,-0.000126
-0.000126,-0.000106
-7e-05,-6.3e-05
-5.9e-05,-4.4e-05
-0.000144,-9.7e-05
-0.000186,-0.000159
-0.000208,-0.000156
-0.000247,-0.00017
-0.000186,-0.000105
-0.000193,-0.000113
-0.000317,-0.000209
-0.000377,-0.000291
-0.000304,-0.000228
-0.000261,-0.000202
-0.000205,-0.000151
-0.000236,-0.000182
-0.000198,-0.000173
-0.000159,-0.000153
-0.000218,-0.000212
-0.000226,-0.000236
-0.000184,-0.00019
-0.000109,-0.000116
-7.8e-05,-9.6e-05
-6.4e-05,-9.6e-05
-4.1e-05,-8.4e-05
-2.8e-05,-4.6e-05
-3e-05,-4.6e-05
-5.5e-05,-8e-05
-5.3e-05,-7.9e-05
-6.3e-05,-0.000107
-5.9e-05,-0.000113
-1.5e-05,-8.1e-05
1.8e-05,-5e-05
3.8e-05,-1e-06
4.7e-05,-8e-06
4e-05,1e-05
3e-06,-3.5e-05
-3.5e-05,-7.5e-05
-8.8e-05,-8.6e-05
-6.8e-05,-0.000106
-4.6e-05,-8.4e-05
-2.7e-05,-7.7e-05
-8.5e-05,-0.000106
-0.000133,-0.000152
-0.000133,-0.000168
-0.000113,-0.000161
-8e-05,-0.00013
-0.000101,-0.000143
-0.000126,-0.000169
-0.000101,-0.000129
-9.6e-05,-0.000126
-0.000123,-0.000126
-0.000148,-0.00016
-0.00012,-0.000165
-0.000103,-0.000151
-9.4e-05,-0.000136
-0.000122,-0.000137
-0.000109,-0.000114
-6.2e-05,-7e-05
-1.1e-05,-2.6e-05
3.8e-05,2.7e-05
6.5e-05,4.8e-05
5.5e-05,5.7e-05
8.2e-05,0.0001
5.8e-05,8.3e-05
7.9e-05,8e-05
9.4e-05,8.6e-05
0.000119,8.4e-05
0.000131,0.000109
0.000134,0.000111
0.000131,0.000112
0.000135,0.000108
0.000135,0.000108
0.000153,0.000127
0.000152,0.000118
0.000133,9.4e-05
0.000138,0.000102
0.000142,0.000146
0.000151,0.000127
0.000148,0.000127
0.000146,0.000118
0.000164,0.000113
0.000154,0.000106
0.000134,8.2e-05
0.000177,9.2e-05
0.000153,9.1e-05
0.000174,9.5e-05
0.000157,9.2e-05
0.000163,8.2e-05
0.000165,9.9e-05
0.000177,0.000129
0.00015,9.4e-05
0.000142,7.1e-05
0.000165,9.3e-05
0.000167,9.3e-05
0.000207,0.000107
0.000194,0.000131
0.000181,0.000133
0.000207,0.000162
0.000191,0.000159
0.000188,0.00014
0.000181,0.000121
0.000205,0.00013
0.000188,0.000111
0.000173,8.6e-05
0.000186,9.3e-05
0.000133,3.9e-05
0.000112,-6e-06
0.000125,4.5e-05
0.00013,5.4e-05
0.000129,5e-05
0.000138,4.6e-05
0.00016,3.8e-05
0.000148,1.6e-05
0.000124,-2e-06
0.000121,-5e-06
0.000146,1.5e-05
